ma_lich,ma_san_pham,ngay_khoi_hanh,tong_cho,da_dat,con_lai,trang_thai
LKD001863,SP0120,2026-02-04,100,29,71,mo_ban
LKD001864,SP0120,2026-02-09,100,17,83,mo_ban
LKD001865,SP0120,2026-02-14,100,27,73,mo_ban
LKD001866,SP0120,2026-02-19,100,78,22,mo_ban
LKD001867,SP0120,2026-02-24,100,81,19,mo_ban
LKD001868,SP0120,2026-03-01,100,63,37,mo_ban
LKD001869,SP0121,2026-01-05,16,5,11,mo_ban
LKD001870,SP0121,2026-01-09,16,7,9,mo_ban
LKD001871,SP0121,2026-01-13,16,1,15,mo_ban
LKD001872,SP0121,2026-01-17,16,14,2,mo_ban
LKD001873,SP0121,2026-01-21,16,12,4,mo_ban
LKD001874,SP0121,2026-01-25,16,7,9,mo_ban
LKD001875,SP0121,2026-01-29,16,15,1,mo_ban
LKD001876,SP0121,2026-02-02,16,11,5,mo_ban
LKD001877,SP0121,2026-02-06,16,16,0,het_cho
LKD001878,SP0121,2026-02-10,16,0,16,mo_ban
LKD001879,SP0121,2026-02-14,16,2,14,mo_ban
LKD001880,SP0121,2026-02-18,16,10,6,mo_ban
LKD001881,SP0121,2026-02-22,16,13,3,mo_ban
LKD001882,SP0121,2026-02-26,16,7,9,mo_ban
LKD001883,SP0121,2026-03-02,16,7,9,mo_ban
LKD001884,SP0122,2026-01-05,10,4,6,mo_ban
LKD001885,SP0122,2026-01-09,10,3,7,mo_ban
LKD001886,SP0122,2026-01-13,10,8,2,mo_ban
LKD001887,SP0122,2026-01-17,10,6,4,mo_ban
LKD001888,SP0122,2026-01-21,10,10,0,het_cho
LKD001889,SP0122,2026-01-25,10,10,0,het_cho
LKD001890,SP0122,2026-01-29,10,2,8,mo_ban
LKD001891,SP0122,2026-02-02,10,10,0,het_cho
LKD001892,SP0122,2026-02-06,10,0,10,mo_ban
LKD001893,SP0122,2026-02-10,10,2,8,mo_ban
LKD001894,SP0122,2026-02-14,10,10,0,het_cho
LKD001895,SP0122,2026-02-18,10,9,1,mo_ban
LKD001896,SP0122,2026-02-22,10,5,5,mo_ban
LKD001897,SP0122,2026-02-26,10,6,4,mo_ban
LKD001898,SP0122,2026-03-02,10,7,3,mo_ban
LKD001899,SP0123,2026-01-05,12,3,9,mo_ban
LKD001900,SP0123,2026-01-10,12,1,11,mo_ban
LKD001901,SP0123,2026-01-15,12,3,9,mo_ban
LKD001902,SP0123,2026-01-20,12,2,10,mo_ban
LKD001903,SP0123,2026-01-25,12,1,11,mo_ban
LKD001904,SP0123,2026-01-30,12,6,6,mo_ban
LKD001905,SP0123,2026-02-04,12,9,3,mo_ban
LKD001906,SP0123,2026-02-09,12,5,7,mo_ban
LKD001907,SP0123,2026-02-14,12,10,2,mo_ban
LKD001908,SP0123,2026-02-19,12,4,8,mo_ban
LKD001909,SP0123,2026-02-24,12,11,1,mo_ban
LKD001910,SP0123,2026-03-01,12,7,5,mo_ban
LKD001911,SP0124,2026-01-05,400,72,328,mo_ban
LKD001912,SP0124,2026-01-10,400,212,188,mo_ban
LKD001913,SP0124,2026-01-15,400,333,67,mo_ban
LKD001914,SP0124,2026-01-20,400,221,179,mo_ban
LKD001915,SP0124,2026-01-25,400,64,336,mo_ban
LKD001916,SP0124,2026-01-30,400,370,30,mo_ban
LKD001917,SP0124,2026-02-04,400,326,74,mo_ban
LKD001918,SP0124,2026-02-09,400,293,107,mo_ban
LKD001919,SP0124,2026-02-14,400,10,390,mo_ban
LKD001920,SP0124,2026-02-19,400,188,212,mo_ban
LKD001921,SP0124,2026-02-24,400,357,43,mo_ban
LKD001922,SP0124,2026-03-01,400,291,109,mo_ban
LKD001923,SP0125,2026-01-05,15,4,11,mo_ban
LKD001924,SP0125,2026-01-08,15,1,14,mo_ban
LKD001925,SP0125,2026-01-11,15,1,14,mo_ban
LKD001926,SP0125,2026-01-14,15,13,2,mo_ban
LKD001927,SP0125,2026-01-17,15,2,13,mo_ban
LKD001928,SP0125,2026-01-20,15,7,8,mo_ban
LKD001929,SP0125,2026-01-23,15,1,14,mo_ban
LKD001930,SP0125,2026-01-26,15,15,0,het_cho
LKD001931,SP0125,2026-01-29,15,1,14,mo_ban
LKD001932,SP0125,2026-02-01,15,10,5,mo_ban
LKD001933,SP0125,2026-02-04,15,4,11,mo_ban
LKD001934,SP0125,2026-02-07,15,2,13,mo_ban
LKD001935,SP0125,2026-02-10,15,7,8,mo_ban
LKD001936,SP0125,2026-02-13,15,6,9,mo_ban
LKD001937,SP0125,2026-02-16,15,5,10,mo_ban
LKD001938,SP0125,2026-02-19,15,7,8,mo_ban
LKD001939,SP0125,2026-02-22,15,13,2,mo_ban
LKD001940,SP0125,2026-02-25,15,4,11,mo_ban
LKD001941,SP0125,2026-02-28,15,15,0,het_cho
LKD001942,SP0125,2026-03-03,15,10,5,mo_ban
LKD001943,SP0126,2026-01-05,25,10,15,mo_ban
LKD001944,SP0126,2026-01-10,25,6,19,mo_ban
LKD001945,SP0126,2026-01-15,25,22,3,mo_ban
LKD001946,SP0126,2026-01-20,25,8,17,mo_ban
LKD001947,SP0126,2026-01-25,25,12,13,mo_ban
LKD001948,SP0126,2026-01-30,25,24,1,mo_ban
LKD001949,SP0126,2026-02-04,25,13,12,mo_ban
LKD001950,SP0126,2026-02-09,25,24,1,mo_ban
LKD001951,SP0126,2026-02-14,25,19,6,mo_ban
LKD001952,SP0126,2026-02-19,25,15,10,mo_ban
LKD001953,SP0126,2026-02-24,25,25,0,het_cho
LKD001954,SP0126,2026-03-01,25,0,25,mo_ban
LKD001955,SP0127,2026-01-05,200,7,193,mo_ban
LKD001956,SP0127,2026-01-10,200,62,138,mo_ban
LKD001957,SP0127,2026-01-15,200,170,30,mo_ban
LKD001958,SP0127,2026-01-20,200,184,16,mo_ban
LKD001959,SP0127,2026-01-25,200,21,179,mo_ban
LKD001960,SP0127,2026-01-30,200,108,92,mo_ban
LKD001961,SP0127,2026-02-04,200,65,135,mo_ban
LKD001962,SP0127,2026-02-09,200,192,8,mo_ban
LKD001963,SP0127,2026-02-14,200,24,176,mo_ban
LKD001964,SP0127,2026-02-19,200,184,16,mo_ban
LKD001965,SP0127,2026-02-24,200,193,7,mo_ban
LKD001966,SP0127,2026-03-01,200,10,190,mo_ban
LKD001967,SP0128,2026-01-05,8,1,7,mo_ban
LKD001968,SP0128,2026-01-08,8,7,1,mo_ban
LKD001969,SP0128,2026-01-11,8,7,1,mo_ban
LKD001970,SP0128,2026-01-14,8,1,7,mo_ban
LKD001971,SP0128,2026-01-17,8,8,0,het_cho
LKD001972,SP0128,2026-01-20,8,1,7,mo_ban
LKD001973,SP0128,2026-01-23,8,1,7,mo_ban
LKD001974,SP0128,2026-01-26,8,7,1,mo_ban
LKD001975,SP0128,2026-01-29,8,6,2,mo_ban
LKD001976,SP0128,2026-02-01,8,8,0,het_cho
LKD001977,SP0128,2026-02-04,8,4,4,mo_ban
LKD001978,SP0128,2026-02-07,8,6,2,mo_ban
LKD001979,SP0128,2026-02-10,8,3,5,mo_ban
LKD001980,SP0128,2026-02-13,8,7,1,mo_ban
LKD001981,SP0128,2026-02-16,8,4,4,mo_ban
LKD001982,SP0128,2026-02-19,8,1,7,mo_ban
LKD001983,SP0128,2026-02-22,8,6,2,mo_ban
LKD001984,SP0128,2026-02-25,8,1,7,mo_ban
LKD001985,SP0128,2026-02-28,8,6,2,mo_ban
LKD001986,SP0128,2026-03-03,8,4,4,mo_ban
LKD001987,SP0129,2026-01-05,100,53,47,mo_ban
LKD001988,SP0129,2026-01-09,100,46,54,mo_ban
LKD001989,SP0129,2026-01-13,100,55,45,mo_ban
LKD001990,SP0129,2026-01-17,100,32,68,mo_ban
LKD001991,SP0129,2026-01-21,100,2,98,mo_ban
LKD001992,SP0129,2026-01-25,100,37,63,mo_ban
LKD001993,SP0129,2026-01-29,100,74,26,mo_ban
LKD001994,SP0129,2026-02-02,100,86,14,mo_ban
LKD001995,SP0129,2026-02-06,100,68,32,mo_ban
LKD001996,SP0129,2026-02-10,100,15,85,mo_ban
LKD001997,SP0129,2026-02-14,100,62,38,mo_ban
LKD001998,SP0129,2026-02-18,100,13,87,mo_ban
LKD001999,SP0129,2026-02-22,100,40,60,mo_ban
LKD002000,SP0129,2026-02-26,100,33,67,mo_ban
LKD002001,SP0129,2026-03-02,100,86,14,mo_ban
LKD002002,SP0130,2026-01-05,30,6,24,mo_ban
LKD002003,SP0130,2026-01-09,30,14,16,mo_ban
LKD002004,SP0130,2026-01-13,30,24,6,mo_ban
LKD002005,SP0130,2026-01-17,30,10,20,mo_ban
LKD002006,SP0130,2026-01-21,30,25,5,mo_ban
LKD002007,SP0130,2026-01-25,30,2,28,mo_ban
LKD002008,SP0130,2026-01-29,30,23,7,mo_ban
LKD002009,SP0130,2026-02-02,30,25,5,mo_ban
LKD002010,SP0130,2026-02-06,30,27,3,mo_ban
LKD002011,SP0130,2026-02-10,30,1,29,mo_ban
LKD002012,SP0130,2026-02-14,30,1,29,mo_ban
LKD002013,SP0130,2026-02-18,30,29,1,mo_ban
LKD002014,SP0130,2026-02-22,30,20,10,mo_ban
LKD002015,SP0130,2026-02-26,30,26,4,mo_ban
LKD002016,SP0130,2026-03-02,30,18,12,mo_ban
LKD002017,SP0131,2026-01-05,10,7,3,mo_ban
LKD002018,SP0131,2026-01-10,10,6,4,mo_ban
LKD002019,SP0131,2026-01-15,10,4,6,mo_ban
LKD002020,SP0131,2026-01-20,10,0,10,mo_ban
LKD002021,SP0131,2026-01-25,10,3,7,mo_ban
LKD002022,SP0131,2026-01-30,10,3,7,mo_ban
LKD002023,SP0131,2026-02-04,10,7,3,mo_ban
LKD002024,SP0131,2026-02-09,10,4,6,mo_ban
LKD002025,SP0131,2026-02-14,10,9,1,mo_ban
LKD002026,SP0131,2026-02-19,10,1,9,mo_ban
LKD002027,SP0131,2026-02-24,10,8,2,mo_ban
LKD002028,SP0131,2026-03-01,10,6,4,mo_ban
LKD002029,SP0132,2026-01-05,29,10,19,mo_ban
LKD002030,SP0132,2026-01-10,29,16,13,mo_ban
LKD002031,SP0132,2026-01-15,29,25,4,mo_ban
LKD002032,SP0132,2026-01-20,29,15,14,mo_ban
LKD002033,SP0132,2026-01-25,29,0,29,mo_ban
LKD002034,SP0132,2026-01-30,29,19,10,mo_ban
LKD002035,SP0132,2026-02-04,29,26,3,mo_ban
LKD002036,SP0132,2026-02-09,29,3,26,mo_ban
LKD002037,SP0132,2026-02-14,29,7,22,mo_ban
LKD002038,SP0132,2026-02-19,29,8,21,mo_ban
LKD002039,SP0132,2026-02-24,29,3,26,mo_ban
LKD002040,SP0132,2026-03-01,29,14,15,mo_ban
LKD002041,SP0133,2026-01-05,45,22,23,mo_ban
LKD002042,SP0133,2026-01-09,45,10,35,mo_ban
LKD002043,SP0133,2026-01-13,45,31,14,mo_ban
LKD002044,SP0133,2026-01-17,45,15,30,mo_ban
LKD002045,SP0133,2026-01-21,45,21,24,mo_ban
LKD002046,SP0133,2026-01-25,45,15,30,mo_ban
LKD002047,SP0133,2026-01-29,45,26,19,mo_ban
LKD002048,SP0133,2026-02-02,45,42,3,mo_ban
LKD002049,SP0133,2026-02-06,45,19,26,mo_ban
LKD002050,SP0133,2026-02-10,45,42,3,mo_ban
LKD002051,SP0133,2026-02-14,45,38,7,mo_ban
LKD002052,SP0133,2026-02-18,45,44,1,mo_ban
LKD002053,SP0133,2026-02-22,45,8,37,mo_ban
LKD002054,SP0133,2026-02-26,45,31,14,mo_ban
LKD002055,SP0133,2026-03-02,45,24,21,mo_ban
LKD002056,SP0134,2026-01-05,29,11,18,mo_ban
LKD002057,SP0134,2026-01-08,29,19,10,mo_ban
LKD002058,SP0134,2026-01-11,29,29,0,het_cho
LKD002059,SP0134,2026-01-14,29,8,21,mo_ban
LKD002060,SP0134,2026-01-17,29,24,5,mo_ban
LKD002061,SP0134,2026-01-20,29,13,16,mo_ban
LKD002062,SP0134,2026-01-23,29,4,25,mo_ban
LKD002063,SP0134,2026-01-26,29,2,27,mo_ban
LKD002064,SP0134,2026-01-29,29,18,11,mo_ban
LKD002065,SP0134,2026-02-01,29,0,29,mo_ban
LKD002066,SP0134,2026-02-04,29,9,20,mo_ban
LKD002067,SP0134,2026-02-07,29,14,15,mo_ban
LKD002068,SP0134,2026-02-10,29,26,3,mo_ban
LKD002069,SP0134,2026-02-13,29,25,4,mo_ban
LKD002070,SP0134,2026-02-16,29,5,24,mo_ban
LKD002071,SP0134,2026-02-19,29,2,27,mo_ban
LKD002072,SP0134,2026-02-22,29,17,12,mo_ban
LKD002073,SP0134,2026-02-25,29,22,7,mo_ban
LKD002074,SP0134,2026-02-28,29,25,4,mo_ban
LKD002075,SP0134,2026-03-03,29,27,2,mo_ban
LKD002076,SP0136,2026-01-05,6,2,4,mo_ban
LKD002077,SP0136,2026-01-08,6,2,4,mo_ban
LKD002078,SP0136,2026-01-11,6,3,3,mo_ban
LKD002079,SP0136,2026-01-14,6,5,1,mo_ban
LKD002080,SP0136,2026-01-17,6,0,6,mo_ban
LKD002081,SP0136,2026-01-20,6,6,0,het_cho
LKD002082,SP0136,2026-01-23,6,0,6,mo_ban
LKD002083,SP0136,2026-01-26,6,5,1,mo_ban
LKD002084,SP0136,2026-01-29,6,6,0,het_cho
LKD002085,SP0136,2026-02-01,6,5,1,mo_ban
LKD002086,SP0136,2026-02-04,6,4,2,mo_ban
LKD002087,SP0136,2026-02-07,6,4,2,mo_ban
LKD002088,SP0136,2026-02-10,6,6,0,het_cho
LKD002089,SP0136,2026-02-13,6,1,5,mo_ban
LKD002090,SP0136,2026-02-16,6,6,0,het_cho
LKD002091,SP0136,2026-02-19,6,3,3,mo_ban
LKD002092,SP0136,2026-02-22,6,4,2,mo_ban
LKD002093,SP0136,2026-02-25,6,0,6,mo_ban
LKD002094,SP0136,2026-02-28,6,6,0,het_cho
LKD002095,SP0136,2026-03-03,6,5,1,mo_ban
LKD002096,SP0137,2026-01-05,10,5,5,mo_ban
LKD002097,SP0137,2026-01-08,10,6,4,mo_ban
LKD002098,SP0137,2026-01-11,10,1,9,mo_ban
LKD002099,SP0137,2026-01-14,10,2,8,mo_ban
LKD002100,SP0137,2026-01-17,10,6,4,mo_ban
LKD002101,SP0137,2026-01-20,10,7,3,mo_ban
LKD002102,SP0137,2026-01-23,10,5,5,mo_ban
LKD002103,SP0137,2026-01-26,10,7,3,mo_ban
LKD002104,SP0137,2026-01-29,10,8,2,mo_ban
LKD002105,SP0137,2026-02-01,10,5,5,mo_ban
LKD002106,SP0137,2026-02-04,10,3,7,mo_ban
LKD002107,SP0137,2026-02-07,10,2,8,mo_ban
LKD002108,SP0137,2026-02-10,10,6,4,mo_ban
LKD002109,SP0137,2026-02-13,10,5,5,mo_ban
LKD002110,SP0137,2026-02-16,10,6,4,mo_ban
LKD002111,SP0137,2026-02-19,10,10,0,het_cho
LKD002112,SP0137,2026-02-22,10,5,5,mo_ban
LKD002113,SP0137,2026-02-25,10,6,4,mo_ban
LKD002114,SP0137,2026-02-28,10,4,6,mo_ban
LKD002115,SP0137,2026-03-03,10,9,1,mo_ban
LKD002116,SP0138,2026-01-05,200,144,56,mo_ban
LKD002117,SP0138,2026-01-08,200,140,60,mo_ban
LKD002118,SP0138,2026-01-11,200,97,103,mo_ban
LKD002119,SP0138,2026-01-14,200,200,0,het_cho
LKD002120,SP0138,2026-01-17,200,103,97,mo_ban
LKD002121,SP0138,2026-01-20,200,184,16,mo_ban
LKD002122,SP0138,2026-01-23,200,189,11,mo_ban
LKD002123,SP0138,2026-01-26,200,34,166,mo_ban
LKD002124,SP0138,2026-01-29,200,107,93,mo_ban
LKD002125,SP0138,2026-02-01,200,45,155,mo_ban
LKD002126,SP0138,2026-02-04,200,46,154,mo_ban
LKD002127,SP0138,2026-02-07,200,87,113,mo_ban
LKD002128,SP0138,2026-02-10,200,72,128,mo_ban
LKD002129,SP0138,2026-02-13,200,145,55,mo_ban
LKD002130,SP0138,2026-02-16,200,45,155,mo_ban
LKD002131,SP0138,2026-02-19,200,31,169,mo_ban
LKD002132,SP0138,2026-02-22,200,69,131,mo_ban
LKD002133,SP0138,2026-02-25,200,106,94,mo_ban
LKD002134,SP0138,2026-02-28,200,1,199,mo_ban
LKD002135,SP0138,2026-03-03,200,12,188,mo_ban
LKD002136,SP0140,2026-01-05,25,10,15,mo_ban
LKD002137,SP0140,2026-01-09,25,0,25,mo_ban
LKD002138,SP0140,2026-01-13,25,18,7,mo_ban
LKD002139,SP0140,2026-01-17,25,8,17,mo_ban
LKD002140,SP0140,2026-01-21,25,3,22,mo_ban
LKD002141,SP0140,2026-01-25,25,23,2,mo_ban
LKD002142,SP0140,2026-01-29,25,0,25,mo_ban
LKD002143,SP0140,2026-02-02,25,25,0,het_cho
LKD002144,SP0140,2026-02-06,25,14,11,mo_ban
LKD002145,SP0140,2026-02-10,25,18,7,mo_ban
LKD002146,SP0140,2026-02-14,25,1,24,mo_ban
LKD002147,SP0140,2026-02-18,25,25,0,het_cho
LKD002148,SP0140,2026-02-22,25,15,10,mo_ban
LKD002149,SP0140,2026-02-26,25,13,12,mo_ban
LKD002150,SP0140,2026-03-02,25,5,20,mo_ban
